league,season,game,stage_id,game_id,status,start_time,home_team_id,home_team,home_yellow_cards,home_red_cards,away_team_id,away_team,away_yellow_cards,away_red_cards,has_incidents_summary,has_preview,score_changed_at,elapsed,last_scorer,is_top_match,home_team_country_code,away_team_country_code,comment_count,is_lineup_confirmed,is_stream_available,match_is_opta,home_team_country_name,away_team_country_name,date,home_score,away_score,incidents,bets,aggregate_winner_field,winner_field,period,extra_result_field,home_extratime_score,away_extratime_score,home_penalty_score,away_penalty_score,started_at_utc,first_half_ended_at_utc,second_half_started_at_utc,stage
ESP-La Liga,2021,2020-11-01 Celta Vigo-Real Sociedad,18851,1492050,6,2020-11-01T15:00:00,62,Celta Vigo,1,1,68,Real Sociedad,5,0,True,True,2020-11-01 16:39:09Z,FT,1.0,False,es,es,3,True,False,False,Spain,Spain,2020-11-01 15:00:00+00:00,1,4,"[{'minute': '24', 'type': 1, 'subType': 1, 'playerName': 'David Silva', 'playerId': 14102, 'participatingPlayerName': 'Aihen Muñoz', 'participatingPlayerId': 367583, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '34', 'type': 1, 'subType': 1, 'playerName': 'Mikel Oyarzabal', 'playerId': 298839, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '54', 'type': 1, 'subType': 1, 'playerName': 'Willian José', 'playerId': 77636, 'participatingPlayerName': 'Portu', 'participatingPlayerId': 106895, 'runningScore': None, 'field': 1, 'period': 3}, {'minute': '77', 'type': 1, 'subType': 2, 'playerName': 'Iago Aspas', 'playerId': 91242, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 3}, {'minute': '81', 'type': 1, 'subType': 1, 'playerName': 'Willian José', 'playerId': 77636, 'participatingPlayerName': 'Portu', 'participatingPlayerId': 106895, 'runningScore': None, 'field': 1, 'period': 3}, {'minute': '93', 'type': 2, 'subType': 2, 'playerName': 'José Fontán', 'playerId': 395424, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 3}]",,,1.0,7,,,,,,2020-11-01T15:01:20Z,,2020-11-01T16:02:40Z,
ESP-La Liga,2021,2020-11-01 Granada-Levante,18851,1492133,6,2020-11-01T17:30:00,925,Granada,2,1,832,Levante,3,0,True,True,2020-11-01 18:05:44Z,FT,1.0,False,es,es,0,True,False,False,Spain,Spain,2020-11-01 17:30:00+00:00,1,1,"[{'minute': '8', 'type': 1, 'subType': 1, 'playerName': 'Darwin Machís', 'playerId': 107567, 'participatingPlayerName': 'Maxime Gonalons', 'participatingPlayerId': 79560, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '16', 'type': 2, 'subType': 3, 'playerName': 'Maxime Gonalons', 'playerId': 79560, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '34', 'type': 1, 'subType': 1, 'playerName': 'Rúben Vezo', 'playerId': 130356, 'participatingPlayerName': 'Enis Bardhi', 'participatingPlayerId': 275687, 'runningScore': None, 'field': 1, 'period': 1}]",,,,7,,,,,,2020-11-01T17:32:04Z,,2020-11-01T18:35:00Z,
ESP-La Liga,2021,2020-11-01 Real Betis-Elche,18851,1492049,6,2020-11-01T13:00:00,54,Real Betis,2,0,833,Elche,1,0,True,True,2020-11-01 14:20:53Z,FT,1.0,False,es,es,3,True,False,False,Spain,Spain,2020-11-01 13:00:00+00:00,3,1,"[{'minute': '7', 'type': 1, 'subType': 1, 'playerName': 'Antonio Sanabria', 'playerId': 135057, 'participatingPlayerName': 'Cristian Tello', 'participatingPlayerId': 91800, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '28', 'type': 1, 'subType': 1, 'playerName': 'Cristian Tello', 'playerId': 91800, 'participatingPlayerName': 'Sergio Canales', 'participatingPlayerId': 44189, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '56', 'type': 1, 'subType': 1, 'playerName': 'Cristian Tello', 'playerId': 91800, 'participatingPlayerName': 'Sergio Canales', 'participatingPlayerId': 44189, 'runningScore': None, 'field': 0, 'period': 3}, {'minute': '60', 'type': 1, 'subType': 1, 'playerName': 'Josan', 'playerId': 273453, 'participatingPlayerName': 'Fidel', 'participatingPlayerId': 86809, 'runningScore': None, 'field': 1, 'period': 3}]",,,0.0,7,,,,,,2020-11-01T13:00:09Z,,2020-11-01T14:05:32Z,
ESP-La Liga,2021,2020-11-01 Valencia-Getafe,18851,1492138,6,2020-11-01T20:00:00,55,Valencia,7,1,819,Getafe,4,1,True,True,2020-11-01 21:58:52Z,FT,0.0,False,es,es,1,True,False,False,Spain,Spain,2020-11-01 20:00:00+00:00,2,2,"[{'minute': '22', 'type': 1, 'subType': 1, 'playerName': 'Yunus Musah', 'playerId': 400357, 'participatingPlayerName': 'Gabriel Paulista', 'participatingPlayerId': 76810, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '56', 'type': 2, 'subType': 2, 'playerName': 'Thierry Correia', 'playerId': 367180, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 3}, {'minute': '87', 'type': 1, 'subType': 1, 'playerName': 'Cucho Hernández', 'playerId': 362501, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 3}, {'minute': '94', 'type': 1, 'subType': 1, 'playerName': 'Ángel Rodríguez', 'playerId': 22325, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 3}, {'minute': '98', 'type': 2, 'subType': 2, 'playerName': 'Damián Suárez', 'playerId': 83705, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 3}, {'minute': '100', 'type': 1, 'subType': 2, 'playerName': 'Carlos Soler', 'playerId': 313542, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 3}]",,,,7,,,,,,2020-11-01T20:02:19Z,,2020-11-01T21:04:03Z,
ESP-La Liga,2021,2020-11-02 Villarreal-Real Valladolid,18851,1492140,6,2020-11-02T20:00:00,839,Villarreal,1,0,58,Real Valladolid,3,0,True,True,2020-11-02 21:19:45Z,FT,0.0,False,es,es,3,True,False,False,Spain,Spain,2020-11-02 20:00:00+00:00,2,0,"[{'minute': '21', 'type': 1, 'subType': 1, 'playerName': 'Samuel Chukwueze', 'playerId': 363665, 'participatingPlayerName': 'Alfonso Pedraza', 'participatingPlayerId': 276489, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '37', 'type': 1, 'subType': 1, 'playerName': 'Pau Torres', 'playerId': 344259, 'participatingPlayerName': 'Paco Alcácer', 'participatingPlayerId': 95953, 'runningScore': None, 'field': 0, 'period': 1}]",,,0.0,7,,,,,,2020-11-02T19:59:04Z,,2020-11-02T20:59:10Z,
ESP-La Liga,2021,2020-11-06 Elche-Celta Vigo,18851,1492002,6,2020-11-06T20:00:00,833,Elche,3,0,62,Celta Vigo,5,0,True,True,2020-11-06 20:41:48Z,FT,1.0,False,es,es,2,True,False,False,Spain,Spain,2020-11-06 20:00:00+00:00,1,1,"[{'minute': '4', 'type': 1, 'subType': 2, 'playerName': 'Fidel', 'playerId': 86809, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '41', 'type': 1, 'subType': 1, 'playerName': 'Santi Mina', 'playerId': 125838, 'participatingPlayerName': 'Iago Aspas', 'participatingPlayerId': 91242, 'runningScore': None, 'field': 1, 'period': 1}]",,,,7,,,,,,2020-11-06T20:00:10Z,,2020-11-06T21:02:39Z,
ESP-La Liga,2021,2020-11-07 Atletico Madrid-Cadiz,18851,1492326,6,2020-11-07T20:00:00,63,Atletico Madrid,1,0,1354,Cadiz,1,0,True,True,2020-11-07 21:48:57Z,FT,0.0,False,es,es,3,True,False,False,Spain,Spain,2020-11-07 20:00:00+00:00,4,0,"[{'minute': '8', 'type': 1, 'subType': 1, 'playerName': 'João Félix', 'playerId': 362431, 'participatingPlayerName': 'Marcos Llorente', 'participatingPlayerId': 254582, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '22', 'type': 1, 'subType': 1, 'playerName': 'Marcos Llorente', 'playerId': 254582, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '51', 'type': 1, 'subType': 1, 'playerName': 'Luis Suárez', 'playerId': 22221, 'participatingPlayerName': 'João Félix', 'participatingPlayerId': 362431, 'runningScore': None, 'field': 0, 'period': 3}, {'minute': '90', 'type': 1, 'subType': 1, 'playerName': 'João Félix', 'playerId': 362431, 'participatingPlayerName': 'Ángel Correa', 'participatingPlayerId': 127604, 'runningScore': None, 'field': 0, 'period': 3}]",,,0.0,7,,,,,,2020-11-07T20:01:39Z,,2020-11-07T21:03:50Z,
ESP-La Liga,2021,2020-11-07 Barcelona-Real Betis,18851,1492327,6,2020-11-07T15:15:00,65,Barcelona,2,0,54,Real Betis,2,1,True,True,2020-11-07 17:05:46Z,FT,0.0,True,es,es,40,True,False,False,Spain,Spain,2020-11-07 15:15:00+00:00,5,2,"[{'minute': '22', 'type': 1, 'subType': 1, 'playerName': 'Ousmane Dembélé', 'playerId': 299513, 'participatingPlayerName': 'Antoine Griezmann', 'participatingPlayerId': 80241, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '47', 'type': 1, 'subType': 1, 'playerName': 'Antonio Sanabria', 'playerId': 135057, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '49', 'type': 1, 'subType': 1, 'playerName': 'Antoine Griezmann', 'playerId': 80241, 'participatingPlayerName': 'Jordi Alba', 'participatingPlayerId': 44288, 'runningScore': None, 'field': 0, 'period': 3}, {'minute': '60', 'type': 2, 'subType': 3, 'playerName': 'Aïssa Mandi', 'playerId': 90115, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 3}, {'minute': '61', 'type': 1, 'subType': 2, 'playerName': 'Lionel Messi', 'playerId': 11119, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 3}, {'minute': '73', 'type': 1, 'subType': 1, 'playerName': 'Loren Morón', 'playerId': 351684, 'participatingPlayerName': 'Álex Moreno', 'participatingPlayerId': 135374, 'runningScore': None, 'field': 1, 'period': 3}, {'minute': '82', 'type': 1, 'subType': 1, 'playerName': 'Lionel Messi', 'playerId': 11119, 'participatingPlayerName': 'Sergi Roberto', 'participatingPlayerId': 90782, 'runningScore': None, 'field': 0, 'period': 3}, {'minute': '90', 'type': 1, 'subType': 1, 'playerName': 'Pedri', 'playerId': 402197, 'participatingPlayerName': 'Sergi Roberto', 'participatingPlayerId': 90782, 'runningScore': None, 'field': 0, 'period': 3}]",,,0.0,7,,,,,,2020-11-07T15:16:44Z,,2020-11-07T16:20:30Z,
ESP-La Liga,2021,2020-11-07 SD Huesca-Eibar,18851,1491992,6,2020-11-07T13:00:00,5006,SD Huesca,2,0,824,Eibar,0,0,True,True,2020-11-07 14:23:03Z,FT,0.0,False,es,es,2,True,False,False,Spain,Spain,2020-11-07 13:00:00+00:00,1,1,"[{'minute': '38', 'type': 1, 'subType': 1, 'playerName': 'Esteban Burgos', 'playerId': 239815, 'participatingPlayerName': 'Paulo Oliveira', 'participatingPlayerId': 83475, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '67', 'type': 1, 'subType': 1, 'playerName': 'Rafa Mir', 'playerId': 300369, 'participatingPlayerName': 'Pedro López', 'participatingPlayerId': 10067, 'runningScore': None, 'field': 0, 'period': 3}]",,,,7,,,,,,2020-11-07T13:00:11Z,,2020-11-07T14:00:53Z,
ESP-La Liga,2021,2020-11-07 Sevilla-Osasuna,18851,1491996,6,2020-11-07T17:30:00,67,Sevilla,2,0,131,Osasuna,3,0,True,True,2020-11-07 18:46:55Z,FT,0.0,False,es,es,1,True,False,False,Spain,Spain,2020-11-07 17:30:00+00:00,1,0,"[{'minute': '59', 'type': 1, 'subType': 2, 'playerName': 'Lucas Ocampos', 'playerId': 115587, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 3}]",,,0.0,7,,,,,,2020-11-07T17:31:03Z,,2020-11-07T18:32:59Z,
ESP-La Liga,2021,2020-11-08 Getafe-Villarreal,18851,1492328,6,2020-11-08T13:00:00,819,Getafe,3,0,839,Villarreal,4,0,True,True,2020-11-08 14:18:54Z,FT,1.0,False,es,es,1,True,False,False,Spain,Spain,2020-11-08 13:00:00+00:00,1,3,"[{'minute': '11', 'type': 1, 'subType': 1, 'playerName': 'Paco Alcácer', 'playerId': 95953, 'participatingPlayerName': 'Mario Gaspar', 'participatingPlayerId': 79909, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '16', 'type': 1, 'subType': 1, 'playerName': 'Mauro Arambarri', 'playerId': 303016, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '17', 'type': 1, 'subType': 1, 'playerName': 'Manu Trigueros', 'playerId': 102234, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '62', 'type': 1, 'subType': 1, 'playerName': 'Gerard Moreno', 'playerId': 97659, 'participatingPlayerName': 'Paco Alcácer', 'participatingPlayerId': 95953, 'runningScore': None, 'field': 1, 'period': 3}]",,,1.0,7,,,,,,2020-11-08T12:59:49Z,,2020-11-08T14:01:26Z,
ESP-La Liga,2021,2020-11-08 Levante-Deportivo Alaves,18851,1491993,6,2020-11-08T17:30:00,832,Levante,1,0,60,Deportivo Alaves,5,1,True,True,2020-11-08 18:37:17Z,FT,0.0,False,es,es,1,True,False,False,Spain,Spain,2020-11-08 17:30:00+00:00,1,1,"[{'minute': '4', 'type': 1, 'subType': 1, 'playerName': 'Lucas Pérez', 'playerId': 135663, 'participatingPlayerName': 'Édgar Méndez', 'participatingPlayerId': 141068, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '34', 'type': 2, 'subType': 2, 'playerName': 'Édgar Méndez', 'playerId': 141068, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '51', 'type': 1, 'subType': 1, 'playerName': 'José Luis Morales', 'playerId': 135321, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 3}]",,,,7,,,,,,2020-11-08T17:30:30Z,,2020-11-08T18:31:14Z,
ESP-La Liga,2021,2020-11-08 Real Sociedad-Granada,18851,1491994,6,2020-11-08T15:15:00,68,Real Sociedad,2,1,925,Granada,1,0,True,True,2020-11-08 15:43:30Z,FT,0.0,False,es,es,0,True,False,False,Spain,Spain,2020-11-08 15:15:00+00:00,2,0,"[{'minute': '22', 'type': 1, 'subType': 1, 'playerName': 'Nacho Monreal', 'playerId': 23072, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '27', 'type': 1, 'subType': 2, 'playerName': 'Mikel Oyarzabal', 'playerId': 298839, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '86', 'type': 2, 'subType': 3, 'playerName': 'Robin Le Normand', 'playerId': 367008, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 3}]",,,0.0,7,,,,,,2020-11-08T15:16:33Z,,2020-11-08T16:17:26Z,
ESP-La Liga,2021,2020-11-08 Real Valladolid-Athletic Club,18851,1492000,6,2020-11-08T17:30:00,58,Real Valladolid,4,0,53,Athletic Club,2,0,True,True,2020-11-08 19:14:50Z,FT,1.0,False,es,es,1,True,False,False,Spain,Spain,2020-11-08 17:30:00+00:00,2,1,"[{'minute': '19', 'type': 1, 'subType': 2, 'playerName': 'Fabián Orellana', 'playerId': 25714, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '48', 'type': 1, 'subType': 1, 'playerName': 'Marcos André', 'playerId': 402185, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 3}, {'minute': '86', 'type': 1, 'subType': 2, 'playerName': 'Iñaki Williams', 'playerId': 255182, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 3}]",,,0.0,7,,,,,,2020-11-08T17:33:45Z,,2020-11-08T18:34:12Z,
ESP-La Liga,2021,2020-11-08 Valencia-Real Madrid,18851,1491998,6,2020-11-08T20:00:00,55,Valencia,3,0,52,Real Madrid,2,0,True,True,2020-11-08 21:23:12Z,FT,0.0,True,es,es,40,True,False,False,Spain,Spain,2020-11-08 20:00:00+00:00,4,1,"[{'minute': '23', 'type': 1, 'subType': 1, 'playerName': 'Karim Benzema', 'playerId': 14296, 'participatingPlayerName': 'Marcelo', 'participatingPlayerId': 20241, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '35', 'type': 1, 'subType': 2, 'playerName': 'Carlos Soler', 'playerId': 313542, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '43', 'type': 1, 'subType': 3, 'playerName': 'Raphaël Varane', 'playerId': 93206, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '54', 'type': 1, 'subType': 2, 'playerName': 'Carlos Soler', 'playerId': 313542, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 3}, {'minute': '63', 'type': 1, 'subType': 2, 'playerName': 'Carlos Soler', 'playerId': 313542, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 3}]",,,0.0,7,,,,,,2020-11-08T20:00:15Z,,2020-11-08T21:05:48Z,
ESP-La Liga,2021,2020-11-20 Osasuna-SD Huesca,18851,1492018,6,2020-11-20T20:00:00,131,Osasuna,2,0,5006,SD Huesca,3,0,True,True,2020-11-20 21:24:11Z,FT,0.0,False,es,es,3,True,False,False,Spain,Spain,2020-11-20 20:00:00+00:00,1,1,"[{'minute': '5', 'type': 1, 'subType': 1, 'playerName': 'Sandro Ramírez', 'playerId': 135242, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '68', 'type': 1, 'subType': 1, 'playerName': 'David García', 'playerId': 240874, 'participatingPlayerName': 'Jony', 'participatingPlayerId': 294140, 'runningScore': None, 'field': 0, 'period': 3}]",,,,7,,,,,,2020-11-20T20:00:08Z,,2020-11-20T21:00:28Z,
ESP-La Liga,2021,2020-11-21 Atletico Madrid-Barcelona,18851,1492008,6,2020-11-21T20:00:00,63,Atletico Madrid,4,0,65,Barcelona,0,0,True,True,2020-11-21 20:50:17Z,FT,0.0,True,es,es,65,True,False,False,Spain,Spain,2020-11-21 20:00:00+00:00,1,0,"[{'minute': '48', 'type': 1, 'subType': 1, 'playerName': 'Yannick Carrasco', 'playerId': 115472, 'participatingPlayerName': 'Ángel Correa', 'participatingPlayerId': 127604, 'runningScore': None, 'field': 0, 'period': 1}]",,,0.0,7,,,,,,2020-11-21T20:02:08Z,,2020-11-21T21:05:28Z,
ESP-La Liga,2021,2020-11-21 Levante-Elche,18851,1492016,6,2020-11-21T13:00:00,832,Levante,1,0,833,Elche,4,0,True,True,2020-11-21 14:21:41Z,FT,1.0,False,es,es,3,True,False,False,Spain,Spain,2020-11-21 13:00:00+00:00,1,1,"[{'minute': '12', 'type': 1, 'subType': 1, 'playerName': 'Gonzalo Melero', 'playerId': 261698, 'participatingPlayerName': 'José Campaña', 'participatingPlayerId': 91214, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '63', 'type': 1, 'subType': 1, 'playerName': 'Tete Morente', 'playerId': 402087, 'participatingPlayerName': 'Josema', 'participatingPlayerId': 317850, 'runningScore': None, 'field': 1, 'period': 3}]",,,,7,,,,,,2020-11-21T13:00:29Z,,2020-11-21T14:02:49Z,
ESP-La Liga,2021,2020-11-21 Sevilla-Celta Vigo,18851,1492020,6,2020-11-21T17:30:00,67,Sevilla,2,0,62,Celta Vigo,2,0,True,True,2020-11-21 19:17:40Z,FT,0.0,False,es,es,4,True,False,False,Spain,Spain,2020-11-21 17:30:00+00:00,4,2,"[{'minute': '5', 'type': 1, 'subType': 1, 'playerName': 'Jules Koundé', 'playerId': 301019, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '10', 'type': 1, 'subType': 1, 'playerName': 'Iago Aspas', 'playerId': 91242, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '36', 'type': 1, 'subType': 1, 'playerName': 'Nolito', 'playerId': 91267, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '48', 'type': 1, 'subType': 1, 'playerName': 'Youssef En-Nesyri', 'playerId': 323547, 'participatingPlayerName': 'Jesús Navas', 'participatingPlayerId': 9446, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '85', 'type': 1, 'subType': 1, 'playerName': 'Sergio Escudero', 'playerId': 89856, 'participatingPlayerName': 'Ivan Rakitic', 'participatingPlayerId': 22732, 'runningScore': None, 'field': 0, 'period': 3}, {'minute': '87', 'type': 1, 'subType': 1, 'playerName': 'Munir El Haddadi', 'playerId': 143158, 'participatingPlayerName': 'Fernando', 'participatingPlayerId': 31958, 'runningScore': None, 'field': 0, 'period': 3}]",,,0.0,7,,,,,,2020-11-21T17:31:29Z,,2020-11-21T18:35:20Z,
ESP-La Liga,2021,2020-11-21 Villarreal-Real Madrid,18851,1492022,6,2020-11-21T15:15:00,839,Villarreal,1,0,52,Real Madrid,2,0,True,True,2020-11-21 16:49:18Z,FT,0.0,True,es,es,14,True,False,False,Spain,Spain,2020-11-21 15:15:00+00:00,1,1,"[{'minute': '2', 'type': 1, 'subType': 1, 'playerName': 'Mariano Díaz', 'playerId': 323236, 'participatingPlayerName': 'Dani Carvajal', 'participatingPlayerId': 106883, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '76', 'type': 1, 'subType': 2, 'playerName': 'Gerard Moreno', 'playerId': 97659, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 3}]",,,,7,,,,,,2020-11-21T15:15:45Z,,2020-11-21T16:18:15Z,
ESP-La Liga,2021,2020-11-22 Cadiz-Real Sociedad,18851,1492012,6,2020-11-22T15:15:00,1354,Cadiz,2,0,68,Real Sociedad,1,0,True,True,2020-11-22 16:41:11Z,FT,1.0,False,es,es,3,True,False,False,Spain,Spain,2020-11-22 15:15:00+00:00,0,1,"[{'minute': '66', 'type': 1, 'subType': 1, 'playerName': 'Alexander Isak', 'playerId': 299254, 'participatingPlayerName': 'Adnan Januzaj', 'participatingPlayerId': 130334, 'runningScore': None, 'field': 1, 'period': 3}]",,,1.0,7,,,,,,2020-11-22T15:16:58Z,,2020-11-22T16:20:28Z,
ESP-La Liga,2021,2020-11-22 Deportivo Alaves-Valencia,18851,1492004,6,2020-11-22T20:00:00,60,Deportivo Alaves,1,0,55,Valencia,1,0,True,True,2020-11-22 21:34:29Z,FT,1.0,False,es,es,0,True,False,False,Spain,Spain,2020-11-22 20:00:00+00:00,2,2,"[{'minute': '2', 'type': 1, 'subType': 1, 'playerName': 'Ximo Navarro', 'playerId': 100881, 'participatingPlayerName': 'Lucas Pérez', 'participatingPlayerId': 135663, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '16', 'type': 1, 'subType': 2, 'playerName': 'Lucas Pérez', 'playerId': 135663, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '72', 'type': 1, 'subType': 1, 'playerName': 'Manu Vallejo', 'playerId': 377204, 'participatingPlayerName': 'Kevin Gameiro', 'participatingPlayerId': 19453, 'runningScore': None, 'field': 1, 'period': 3}, {'minute': '77', 'type': 1, 'subType': 1, 'playerName': 'Hugo Guillamón', 'playerId': 392686, 'participatingPlayerName': 'Carlos Soler', 'participatingPlayerId': 313542, 'runningScore': None, 'field': 1, 'period': 3}]",,,,7,,,,,,2020-11-22T20:01:07Z,,2020-11-22T21:02:07Z,
ESP-La Liga,2021,2020-11-22 Eibar-Getafe,18851,1492010,6,2020-11-22T13:00:00,824,Eibar,2,1,819,Getafe,4,0,True,True,,FT,,False,es,es,1,True,False,False,Spain,Spain,2020-11-22 13:00:00+00:00,0,0,"[{'minute': '88', 'type': 2, 'subType': 2, 'playerName': 'Kike García', 'playerId': 79840, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 3}]",,,,7,,,,,,2020-11-22T13:01:30Z,,2020-11-22T14:02:09Z,
ESP-La Liga,2021,2020-11-22 Granada-Real Valladolid,18851,1492014,6,2020-11-22T17:30:00,925,Granada,4,0,58,Real Valladolid,3,0,True,True,2020-11-22 19:20:20Z,FT,1.0,False,es,es,0,True,False,False,Spain,Spain,2020-11-22 17:30:00+00:00,1,3,"[{'minute': '47', 'type': 1, 'subType': 1, 'playerName': 'Óscar Plano', 'playerId': 141533, 'participatingPlayerName': 'Sergi Guardiola', 'participatingPlayerId': 323135, 'runningScore': None, 'field': 1, 'period': 1}, {'minute': '53', 'type': 1, 'subType': 1, 'playerName': 'Marcos André', 'playerId': 402185, 'participatingPlayerName': 'Óscar Plano', 'participatingPlayerId': 141533, 'runningScore': None, 'field': 1, 'period': 3}, {'minute': '63', 'type': 1, 'subType': 1, 'playerName': 'Domingos Duarte', 'playerId': 322772, 'participatingPlayerName': 'Dimitri Foulquier', 'participatingPlayerId': 101084, 'runningScore': None, 'field': 0, 'period': 3}, {'minute': '90', 'type': 1, 'subType': 1, 'playerName': 'Jota', 'playerId': 369557, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 1, 'period': 3}]",,,1.0,7,,,,,,2020-11-22T17:32:04Z,,2020-11-22T18:34:59Z,
ESP-La Liga,2021,2020-11-23 Athletic Club-Real Betis,18851,1492006,6,2020-11-23T20:00:00,53,Athletic Club,0,0,54,Real Betis,0,0,True,True,2020-11-23 21:28:31Z,FT,0.0,False,es,es,6,True,False,False,Spain,Spain,2020-11-23 20:00:00+00:00,4,0,"[{'minute': '9', 'type': 1, 'subType': 3, 'playerName': 'Víctor Ruiz', 'playerId': 79558, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '33', 'type': 1, 'subType': 1, 'playerName': 'Ander Capa', 'playerId': 130377, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 1}, {'minute': '59', 'type': 1, 'subType': 1, 'playerName': 'Iker Muniain', 'playerId': 77922, 'participatingPlayerName': None, 'participatingPlayerId': 0, 'runningScore': None, 'field': 0, 'period': 3}, {'minute': '68', 'type': 1, 'subType': 1, 'playerName': 'Alex Berenguer', 'playerId': 238899, 'participatingPlayerName': 'Yuri Berchiche', 'participatingPlayerId': 56057, 'runningScore': None, 'field': 0, 'period': 3}]",,,0.0,7,,,,,,2020-11-23T20:03:21Z,,2020-11-23T21:05:09Z,
